city,neighborhood,median_ppsqm,count,mean_ppsqm,ltype
الرياض,البديعة,3750.1985252410664,14,4301.79261925377,sale
الرياض,البرية,2251.30890052356,21,2534.5421339974455,sale
الرياض,البساتين,793.0,3,777.1651006711409,sale
الرياض,البيان,5581.395348837209,751,6077.379393594356,sale
الرياض,التعاون,11287.878787878788,35,12263.673147604039,sale
الرياض,الجرادية,6289.308176100629,19,5947.199306154488,sale
الرياض,الجزيرة,7026.023219205037,8,6944.856696592269,sale
الرياض,الجنادرية,4437.791084497671,834,8437.436809086601,sale
الرياض,الحائر,1125.0,83,1347.7901720534103,sale
الرياض,الحزم,3755.7037557037556,442,9813.093627892673,sale
الرياض,الحمراء,8000.542005420054,75,8693.170940590493,sale
الرياض,الخالدية,3505.023923444976,13,5126.3591999305845,sale
الرياض,الخزامى,17639.257294429706,16,17218.411704681967,sale
الرياض,الخليج,6369.426751592357,358,6307.474439158349,sale
الرياض,الخير,2700.0,332,3079.082484882175,sale
